SynthHD Pro power [dBm],vg2 [V],det power [dBm],amp current [A],amp power [W]
-17.2,1.35,-16.236497999999997,0.01,0.06
-17.2,1.325,-16.119970000000002,0.01,0.06
-17.2,1.3,-15.993632000000005,0.01,0.06
-17.2,1.275,-15.710375999999997,0.01,0.06
-17.2,1.25,-15.363973999999999,0.01,0.06
-17.2,1.225,-14.885156000000002,0.01,0.06
-17.2,1.2,-14.336531999999991,0.01,0.06
-17.2,1.175,-13.149141999999998,0.02,0.12
-17.2,1.15,-11.591252000000004,0.02,0.12
-17.2,1.125,-9.191566000000002,0.03,0.18
-17.2,1.1,-6.629168,0.04,0.24
-17.2,1.075,-2.2678079999999987,0.06,0.36
-17.2,1.05,1.4424799999999998,0.09,0.54
-17.2,1.025,4.727627999999999,0.12,0.72
-17.2,1.0,6.990675999999999,0.17,1.02
-17.2,0.975,9.841501000000001,0.22,1.32
-17.2,0.95,11.634778,0.27,1.62
-17.2,0.9249999999999999,13.060538,0.34,2.04
-17.2,0.8999999999999999,13.9655282,0.41,2.46
-17.2,0.875,15.0479214,0.48,2.88
-17.2,0.85,15.768255400000001,0.56,3.36
-17.2,0.825,16.3757538,0.65,3.9
-17.2,0.7999999999999999,16.7695534,0.75,4.5
-17.2,0.7749999999999999,17.2806008,0.85,5.1
-17.2,0.75,17.6172624,0.95,5.7
-17.2,0.725,17.9092096,1.06,6.36
-17.2,0.7,18.101584,1.18,7.08
-17.2,0.6749999999999999,18.336818,1.3,7.8
-17.2,0.6499999999999999,18.4924788,1.42,8.52
-17.2,0.625,18.6140132,1.54,9.24
-17.2,0.6,18.6812292,1.67,10.02
-17.2,0.575,18.7643528,1.79,10.74
-17.2,0.5499999999999999,18.7954654,1.92,11.52
-17.2,0.5249999999999999,18.8057116,2.04,12.24
-17.2,0.5,18.7897808,2.17,13.02
-16.6,1.5,-7.140164119999998,0.01,0.06
-16.6,1.475,-14.173904,0.01,0.06
-16.6,1.45,-14.142656000000002,0.01,0.06
-16.6,1.425,-14.100255999999995,0.01,0.06
-16.6,1.4,-14.002066,0.01,0.06
-16.6,1.375,-13.880792,0.01,0.06
-16.6,1.35,-13.712788000000003,0.01,0.06
-16.6,1.325,-13.532013999999997,0.01,0.06
-16.6,1.3,-13.191928000000004,0.01,0.06
-16.6,1.275,-12.805517999999992,0.01,0.06
-16.6,1.25,-12.298180000000002,0.01,0.06
-16.6,1.225,-11.77797,0.01,0.06
-16.6,1.2,-10.896823999999999,0.02,0.12
-16.6,1.175,-9.312682000000002,0.02,0.12
-16.6,1.15,-7.321465999999997,0.03,0.18
-16.6,1.125,-5.119306000000002,0.04,0.24
-16.6,1.1,-1.2084520000000012,0.06,0.36
-16.6,1.075,2.1996840000000013,0.09,0.54
-16.6,1.05,5.433946000000001,0.12,0.72
-16.6,1.025,7.68398,0.17,1.02
-16.6,1.0,10.570578399999999,0.22,1.32
-16.6,0.975,12.515913000000001,0.27,1.62
-16.6,0.95,14.067461,0.33,1.98
-16.6,0.9249999999999999,15.101372,0.39,2.34
-16.6,0.8999999999999999,16.3867256,0.46,2.76
-16.6,0.875,17.2199832,0.54,3.24
-16.6,0.85,17.9265544,0.62,3.72
-16.6,0.825,18.4088262,0.7,4.2
-16.6,0.7999999999999999,19.01922228,0.79,4.74
-16.6,0.7749999999999999,19.44712632,0.89,5.34
-16.6,0.75,19.80159626,1.0,6.0
-16.6,0.725,20.03871212,1.1,6.6
-16.6,0.7,20.34315028,1.22,7.32
-16.6,0.6749999999999999,20.5389165,1.33,7.98
-16.6,0.6499999999999999,20.69853222,1.45,8.7
-16.6,0.625,20.79380818,1.57,9.42
-16.6,0.6,20.90743026,1.69,10.14
-16.6,0.575,20.97142382,1.82,10.92
-16.6,0.5499999999999999,21.01232472,1.94,11.64
-16.6,0.5249999999999999,21.0238984,2.06,12.36
-16.6,0.5,21.025422,2.18,13.08
-16.0,1.5,-5.58277,0.01,0.06
-16.0,1.475,-12.581540000000004,0.01,0.06
-16.0,1.45,-12.526118000000004,0.01,0.06
-16.0,1.425,-12.399252000000004,0.01,0.06
-16.0,1.4,-12.252441999999995,0.01,0.06
-16.0,1.375,-12.063172000000002,0.01,0.06
-16.0,1.35,-11.87097,0.01,0.06
-16.0,1.325,-11.510379999999998,0.01,0.06
-16.0,1.3,-11.128902,0.01,0.06
-16.0,1.275,-10.644486,0.01,0.06
-16.0,1.25,-10.150704000000001,0.01,0.06
-16.0,1.225,-9.185502000000003,0.02,0.12
-16.0,1.2,-7.987279999999998,0.02,0.12
-16.0,1.175,-6.221413999999999,0.03,0.18
-16.0,1.15,-4.3297360000000005,0.04,0.24
-16.0,1.125,-0.8347279999999984,0.06,0.36
-16.0,1.1,2.3985740000000035,0.09,0.54
-16.0,1.075,5.502065999999999,0.12,0.72
-16.0,1.05,7.773002,0.16,0.96
-16.0,1.025,10.7054942,0.21,1.26
-16.0,1.0,12.7173224,0.26,1.56
-16.0,0.975,14.4069816,0.32,1.92
-16.0,0.95,15.518139999999999,0.38,2.28
-16.0,0.9249999999999999,16.9464218,0.45,2.7
-16.0,0.8999999999999999,17.919786000000002,0.52,3.12
-16.0,0.875,18.7136364,0.59,3.54
-16.0,0.85,19.258109,0.67,4.02
-16.0,0.825,19.970698908,0.76,4.56
-16.0,0.7999999999999999,20.460757574,0.84,5.04
-16.0,0.7749999999999999,20.88588224,0.94,5.64
-16.0,0.75,21.16894196,1.04,6.24
-16.0,0.725,21.538505,1.14,6.84
-16.0,0.7,21.7903896,1.25,7.5
-16.0,0.6749999999999999,21.992359,1.37,8.22
-16.0,0.6499999999999999,22.1220328,1.48,8.88
-16.0,0.625,22.284174,1.6,9.6
-16.0,0.6,22.3822614,1.72,10.32
-16.0,0.575,22.456434,1.84,11.04
-16.0,0.5499999999999999,22.4956546,1.96,11.76
-16.0,0.5249999999999999,22.5406372,2.08,12.48
-16.0,0.5,22.5529726,2.2,13.2
-15.4,1.5,-4.3863378,0.01,0.06
-15.4,1.475,-11.349324000000003,0.01,0.06
-15.4,1.45,-11.220620000000004,0.01,0.06
-15.4,1.425,-11.076766,0.01,0.06
-15.4,1.4,-10.886718000000002,0.01,0.06
-15.4,1.375,-10.702625999999999,0.01,0.06
-15.4,1.35,-10.359280000000002,0.01,0.06
-15.4,1.325,-9.994976000000001,0.01,0.06
-15.4,1.3,-9.555277999999998,0.01,0.06
-15.4,1.275,-9.105296,0.02,0.12
-15.4,1.25,-8.237595999999996,0.02,0.12
-15.4,1.225,-7.223428000000002,0.02,0.12
-15.4,1.2,-5.750615999999997,0.03,0.18
-15.4,1.175,-4.092506,0.04,0.24
-15.4,1.15,-1.0007160000000006,0.05,0.3
-15.4,1.125,2.019724,0.08,0.48
-15.4,1.1,5.093234000000001,0.11,0.66
-15.4,1.075,7.375678000000001,0.15,0.9
-15.4,1.05,10.426377200000001,0.2,1.2
-15.4,1.025,12.5068064,0.25,1.5
-15.4,1.0,14.2809582,0.31,1.86
-15.4,0.975,15.492208399999999,0.37,2.22
-15.4,0.95,17.0384762,0.43,2.58
-15.4,0.9249999999999999,18.1227214,0.5,3.0
-15.4,0.8999999999999999,19.04130784,0.57,3.42
-15.4,0.875,19.650567782,0.64,3.84
-15.4,0.85,20.44758479,0.72,4.32
-15.4,0.825,21.00475836,0.8,4.8
-15.4,0.7999999999999999,21.4802974,0.89,5.34
-15.4,0.7749999999999999,21.8078946,0.98,5.88
-15.4,0.75,22.2345968,1.08,6.48
-15.4,0.725,22.5324426,1.18,7.08
-15.4,0.7,22.786884,1.29,7.74
-15.4,0.6749999999999999,22.9492976,1.4,8.4
-15.4,0.6499999999999999,23.1635328,1.51,9.06
-15.4,0.625,23.2989606,1.63,9.78
-15.4,0.6,23.4061408,1.74,10.44
-15.4,0.575,23.4705498,1.86,11.16
-15.4,0.5499999999999999,23.5512302,1.98,11.88
-15.4,0.5249999999999999,23.5944784,2.09,12.54
-15.4,0.5,23.6275266,2.21,13.26
-14.8,1.5,3.712789800000003,0.01,0.06
-14.8,1.475,-10.106264,0.01,0.06
-14.8,1.45,-9.967489999999998,0.01,0.06
-14.8,1.425,-9.792458,0.01,0.06
-14.8,1.4,-9.616489999999999,0.01,0.06
-14.8,1.375,-9.299225999999997,0.01,0.06
-14.8,1.35,-8.965118,0.01,0.06
-14.8,1.325,-8.549490000000002,0.01,0.06
-14.8,1.3,-8.142324000000002,0.02,0.12
-14.8,1.275,-7.360327999999999,0.02,0.12
-14.8,1.25,-6.451014000000004,0.02,0.12
-14.8,1.225,-5.204938000000006,0.03,0.18
-14.8,1.2,-3.791180000000004,0.04,0.24
-14.8,1.175,-0.9938280000000006,0.05,0.3
-14.8,1.15,1.7562059999999988,0.07,0.42
-14.8,1.125,4.7020219999999995,0.1,0.6
-14.8,1.1,7.007872000000001,0.14,0.84
-14.8,1.075,10.1178174,0.19,1.14
-14.8,1.05,12.311543400000001,0.24,1.44
-14.8,1.025,14.133636,0.29,1.74
-14.8,1.0,15.391725,0.35,2.1
-14.8,0.975,17.0515038,0.41,2.46
-14.8,0.95,18.2041306,0.48,2.88
-14.8,0.9249999999999999,19.2107797,0.55,3.3
-14.8,0.8999999999999999,19.91031464,0.62,3.72
-14.8,0.875,20.79563174,0.69,4.14
-14.8,0.85,21.41229912,0.77,4.62
-14.8,0.825,21.9465574,0.85,5.1
-14.8,0.7999999999999999,22.3097362,0.94,5.64
-14.8,0.7749999999999999,22.7910754,1.03,6.18
-14.8,0.75,23.1271284,1.12,6.72
-14.8,0.725,23.4190478,1.22,7.32
-14.8,0.7,23.619028,1.32,7.92
-14.8,0.6749999999999999,23.8740276,1.43,8.58
-14.8,0.6499999999999999,24.0467424,1.54,9.24
-14.8,0.625,24.1913072,1.65,9.9
-14.8,0.6,24.2770434,1.76,10.56
-14.8,0.575,24.3916932,1.88,11.28
-14.8,0.5499999999999999,24.4653232,2.0,12.0
-14.8,0.5249999999999999,24.521526,2.11,12.66
-14.8,0.5,24.550871,2.23,13.38
-14.200000000000001,1.5,-2.298032599999999,0.01,0.06
-14.200000000000001,1.475,-9.095204000000003,0.01,0.06
-14.200000000000001,1.45,-8.936850000000003,0.01,0.06
-14.200000000000001,1.425,-8.780657999999999,0.01,0.06
-14.200000000000001,1.4,-8.490400000000001,0.01,0.06
-14.200000000000001,1.375,-8.189456,0.01,0.06
-14.200000000000001,1.35,-7.811410000000002,0.01,0.06
-14.200000000000001,1.325,-7.433891999999997,0.01,0.06
-14.200000000000001,1.3,-6.741205999999998,0.02,0.12
-14.200000000000001,1.275,-5.949278,0.02,0.12
-14.200000000000001,1.25,-4.864505999999999,0.03,0.18
-14.200000000000001,1.225,-3.6927340000000015,0.03,0.18
-14.200000000000001,1.2,-1.3008919999999975,0.05,0.3
-14.200000000000001,1.175,1.2734580000000015,0.07,0.42
-14.200000000000001,1.15,4.038445999999999,0.09,0.54
-14.200000000000001,1.125,6.310454000000002,0.13,0.78
-14.200000000000001,1.1,9.550988399999998,0.17,1.02
-14.200000000000001,1.075,11.834777200000001,0.22,1.32
-14.200000000000001,1.05,13.7895994,0.28,1.68
-14.200000000000001,1.025,15.111284399999999,0.33,1.98
-14.200000000000001,1.0,16.842686999999998,0.4,2.4
-14.200000000000001,0.975,18.0863846,0.46,2.76
-14.200000000000001,0.95,19.15271046,0.53,3.18
-14.200000000000001,0.9249999999999999,19.90873188,0.6,3.6
-14.200000000000001,0.8999999999999999,20.91771898,0.67,4.02
-14.200000000000001,0.875,21.6036854,0.74,4.44
-14.200000000000001,0.85,22.194459000000002,0.82,4.92
-14.200000000000001,0.825,22.6018006,0.9,5.4
-14.200000000000001,0.7999999999999999,23.130073,0.98,5.88
-14.200000000000001,0.7749999999999999,23.5107304,1.07,6.42
-14.200000000000001,0.75,23.8369834,1.16,6.96
-14.200000000000001,0.725,24.064512399999998,1.26,7.56
-14.200000000000001,0.7,24.367950399999998,1.36,8.16
-14.200000000000001,0.6749999999999999,24.5722324,1.46,8.76
-14.200000000000001,0.6499999999999999,24.745879000000002,1.57,9.42
-14.200000000000001,0.625,24.858887199999998,1.68,10.08
-14.200000000000001,0.6,24.9792354,1.79,10.74
-14.200000000000001,0.575,25.0993372,1.9,11.4
-14.200000000000001,0.5499999999999999,25.1809044,2.01,12.06
-14.200000000000001,0.5249999999999999,25.225689,2.13,12.78
-14.200000000000001,0.5,25.2871596,2.24,13.44
-13.6,1.5,-1.514789799999999,0.01,0.06
-13.6,1.475,-8.256772000000002,0.01,0.06
-13.6,1.45,-8.115206,0.01,0.06
-13.6,1.425,-7.858733999999998,0.01,0.06
-13.6,1.4,-7.579378000000002,0.01,0.06
-13.6,1.375,-7.237241999999998,0.01,0.06
-13.6,1.35,-6.897219999999997,0.01,0.06
-13.6,1.325,-6.260045999999999,0.02,0.12
-13.6,1.3,-5.575520000000001,0.02,0.12
-13.6,1.275,-4.654346,0.02,0.12
-13.6,1.25,-3.6621099999999984,0.03,0.18
-13.6,1.225,-1.6780019999999993,0.04,0.24
-13.6,1.2,0.6074380000000019,0.06,0.36
-13.6,1.175,3.2652479999999997,0.08,0.48
-13.6,1.15,5.44323,0.12,0.72
-13.6,1.125,8.701515999999998,0.16,0.96
-13.6,1.1,11.156330200000001,0.21,1.26
-13.6,1.075,13.227105599999998,0.26,1.56
-13.6,1.05,14.6480604,0.32,1.92
-13.6,1.025,16.481873,0.37,2.22
-13.6,1.0,17.7871134,0.44,2.64
-13.6,0.975,18.9376831,0.5,3.0
-13.6,0.95,19.74139662,0.57,3.42
-13.6,0.9249999999999999,20.8247691,0.64,3.84
-13.6,0.8999999999999999,21.60810984,0.71,4.26
-13.6,0.875,22.2660552,0.79,4.74
-13.6,0.85,22.7201978,0.86,5.16
-13.6,0.825,23.3162658,0.94,5.64
-13.6,0.7999999999999999,23.7283988,1.02,6.12
-13.6,0.7749999999999999,24.0951772,1.11,6.66
-13.6,0.75,24.3506528,1.2,7.2
-13.6,0.725,24.696575799999998,1.29,7.74
-13.6,0.7,24.9410232,1.39,8.34
-13.6,0.6749999999999999,25.14725,1.49,8.94
-13.6,0.6499999999999999,25.2842714,1.59,9.54
-13.6,0.625,25.464813200000002,1.7,10.2
-13.6,0.6,25.5811044,1.81,10.86
-13.6,0.575,25.6844814,1.92,11.52
-13.6,0.5499999999999999,25.748499000000002,2.03,12.18
-13.6,0.5249999999999999,25.8353402,2.14,12.84
-13.6,0.5,25.893836,2.26,13.56
-13.0,1.5,-0.9343857999999976,0.01,0.06
-13.0,1.475,-7.663930000000001,0.01,0.06
-13.0,1.45,-7.42933,0.01,0.06
-13.0,1.425,-7.184198000000002,0.01,0.06
-13.0,1.4,-6.871213999999998,0.01,0.06
-13.0,1.375,-6.569806,0.01,0.06
-13.0,1.35,-6.011018,0.02,0.12
-13.0,1.325,-5.401744000000001,0.02,0.12
-13.0,1.3,-4.637214,0.02,0.12
-13.0,1.275,-3.8184140000000006,0.03,0.18
-13.0,1.25,-2.1665460000000003,0.04,0.24
-13.0,1.225,-0.26589600000000146,0.05,0.3
-13.0,1.2,2.1407680000000013,0.07,0.42
-13.0,1.175,4.271046000000002,0.1,0.6
-13.0,1.15,6.9512399999999985,0.14,0.84
-13.0,1.125,10.069502199999999,0.18,1.08
-13.0,1.1,12.3484408,0.23,1.38
-13.0,1.075,13.879419200000001,0.29,1.74
-13.0,1.05,15.8781228,0.35,2.1
-13.0,1.025,17.2658522,0.41,2.46
-13.0,1.0,18.492773800000002,0.47,2.82
-13.0,0.975,19.3628685,0.54,3.24
-13.0,0.95,20.51665082,0.61,3.66
-13.0,0.9249999999999999,21.36706286,0.68,4.08
-13.0,0.8999999999999999,22.1177712,0.75,4.5
-13.0,0.875,22.6287176,0.82,4.92
-13.0,0.85,23.1916164,0.9,5.4
-13.0,0.825,23.7669252,0.98,5.88
-13.0,0.7999999999999999,24.163495,1.06,6.36
-13.0,0.7749999999999999,24.4456536,1.15,6.9
-13.0,0.75,24.8279894,1.23,7.38
-13.0,0.725,25.1098164,1.32,7.92
-13.0,0.7,25.357635600000002,1.42,8.52
-13.0,0.6749999999999999,25.520945,1.52,9.12
-13.0,0.6499999999999999,25.7387264,1.62,9.72
-13.0,0.625,25.8869808,1.72,10.32
-13.0,0.6,26.0104388,1.83,10.98
-13.0,0.575,26.0920918,1.94,11.64
-13.0,0.5499999999999999,26.206486599999998,2.05,12.3
-13.0,0.5249999999999999,26.2841044,2.16,12.96
-13.0,0.5,26.3519078,2.27,13.62
-12.4,1.5,6.2385342,0.01,0.06
-12.4,1.475,-7.2287519999999965,0.01,0.06
-12.4,1.45,-7.010759999999998,0.01,0.06
-12.4,1.425,-6.743630000000003,0.01,0.06
-12.4,1.4,-6.477432,0.01,0.06
-12.4,1.375,-5.995950000000004,0.01,0.06
-12.4,1.35,-5.478660000000001,0.02,0.12
-12.4,1.325,-4.822944,0.02,0.12
-12.4,1.3,-4.169338000000003,0.02,0.12
-12.4,1.275,-2.8717520000000007,0.03,0.18
-12.4,1.25,-1.3195760000000014,0.04,0.24
-12.4,1.225,0.6972900000000024,0.06,0.36
-12.4,1.2,2.657026000000002,0.08,0.48
-12.4,1.175,5.835357999999999,0.11,0.66
-12.4,1.15,8.44732,0.15,0.9
-12.4,1.125,10.9341632,0.2,1.2
-12.4,1.1,12.6748182,0.25,1.5
-12.4,1.075,14.889298,0.31,1.86
-12.4,1.05,16.4409004,0.37,2.22
-12.4,1.025,17.7614484,0.43,2.58
-12.4,1.0,18.7037996,0.49,2.94
-12.4,0.975,19.97707524,0.56,3.36
-12.4,0.95,20.88678854,0.63,3.78
-12.4,0.9249999999999999,21.708293,0.7,4.2
-12.4,0.8999999999999999,22.294571,0.78,4.68
-12.4,0.875,23.0556794,0.85,5.1
-12.4,0.85,23.5930458,0.93,5.58
-12.4,0.825,24.049450200000003,1.0,6.0
-12.4,0.7999999999999999,24.3598384,1.08,6.48
-12.4,0.7749999999999999,24.781175,1.17,7.02
-12.4,0.75,25.0874984,1.25,7.5
-12.4,0.725,25.368753400000003,1.35,8.1
-12.4,0.7,25.566156,1.44,8.64
-12.4,0.6749999999999999,25.8246134,1.54,9.24
-12.4,0.6499999999999999,26.0049412,1.64,9.84
-12.4,0.625,26.1582278,1.74,10.44
-12.4,0.6,26.256048399999997,1.84,11.04
-12.4,0.575,26.3703244,1.95,11.7
-12.4,0.5499999999999999,26.4894874,2.06,12.36
-12.4,0.5249999999999999,26.5746926,2.17,13.02
-12.4,0.5,26.628219,2.28,13.68
-11.8,1.5,-0.3726629999999993,0.01,0.06
-11.8,1.475,-7.019984000000001,0.01,0.06
-11.8,1.45,-6.790409999999998,0.01,0.06
-11.8,1.425,-6.568576,0.01,0.06
-11.8,1.4,-6.156873999999998,0.01,0.06
-11.8,1.375,-5.729847999999997,0.02,0.12
-11.8,1.35,-5.193144,0.02,0.12
-11.8,1.325,-4.653838,0.02,0.12
-11.8,1.3,-3.648296000000002,0.03,0.18
-11.8,1.275,-2.469451999999997,0.03,0.18
-11.8,1.25,-0.8498139999999985,0.04,0.24
-11.8,1.225,0.7978979999999964,0.06,0.36
-11.8,1.2,3.7338120000000004,0.09,0.54
-11.8,1.175,6.395751999999998,0.12,0.72
-11.8,1.15,8.979464,0.16,0.96
-11.8,1.125,10.9184868,0.21,1.26
-11.8,1.1,13.4883362,0.26,1.56
-11.8,1.075,15.2319368,0.32,1.92
-11.8,1.05,16.7392282,0.38,2.28
-11.8,1.025,17.776066,0.44,2.64
-11.8,1.0,19.17090098,0.51,3.06
-11.8,0.975,20.1929753,0.58,3.48
-11.8,0.95,21.08733356,0.64,3.84
-11.8,0.9249999999999999,21.7362902,0.72,4.32
-11.8,0.8999999999999999,22.6117068,0.79,4.74
-11.8,0.875,23.2219944,0.86,5.16
-11.8,0.85,23.7531766,0.94,5.64
-11.8,0.825,24.113515,1.02,6.12
-11.8,0.7999999999999999,24.5825096,1.1,6.6
-11.8,0.7749999999999999,24.9244708,1.18,7.08
-11.8,0.75,25.2288194,1.27,7.62
-11.8,0.725,25.4508302,1.36,8.16
-11.8,0.7,25.7544382,1.45,8.7
-11.8,0.6749999999999999,25.965398399999998,1.55,9.3
-11.8,0.6499999999999999,26.1483704,1.65,9.9
-11.8,0.625,26.2694786,1.75,10.5
-11.8,0.6,26.4300176,1.85,11.1
-11.8,0.575,26.543237,1.96,11.76
-11.8,0.5499999999999999,26.6433812,2.07,12.42
-11.8,0.5249999999999999,26.708802,2.18,13.08
-11.8,0.5,26.7983026,2.29,13.74
-11.200000000000001,1.5,-0.2826185999999993,0.01,0.06
-11.200000000000001,1.475,-6.921897999999999,0.01,0.06
-11.200000000000001,1.45,-6.736588000000001,0.01,0.06
-11.200000000000001,1.425,-6.400032000000003,0.01,0.06
-11.200000000000001,1.4,-6.038957999999997,0.01,0.06
-11.200000000000001,1.375,-5.602508,0.02,0.12
-11.200000000000001,1.35,-5.1698699999999995,0.02,0.12
-11.200000000000001,1.325,-4.361442000000004,0.02,0.12
-11.200000000000001,1.3,-3.4777440000000013,0.03,0.18
-11.200000000000001,1.275,-2.273843999999997,0.03,0.18
-11.200000000000001,1.25,-0.968236000000001,0.04,0.24
-11.200000000000001,1.225,1.5021819999999977,0.06,0.36
-11.200000000000001,1.2,4.018452000000002,0.09,0.54
-11.200000000000001,1.175,6.672644,0.12,0.72
-11.200000000000001,1.15,8.728013999999998,0.17,1.02
-11.200000000000001,1.125,11.621492,0.21,1.26
-11.200000000000001,1.1,13.6759318,0.27,1.62
-11.200000000000001,1.075,15.3958488,0.33,1.98
-11.200000000000001,1.05,16.589154,0.39,2.34
-11.200000000000001,1.025,18.1520918,0.45,2.7
-11.200000000000001,1.0,19.2842066,0.51,3.06
-11.200000000000001,0.975,20.2979561,0.58,3.48
-11.200000000000001,0.95,21.00983554,0.65,3.9
-11.200000000000001,0.9249999999999999,21.9809366,0.72,4.32
-11.200000000000001,0.8999999999999999,22.6929758,0.8,4.8
-11.200000000000001,0.875,23.299159,0.87,5.22
-11.200000000000001,0.85,23.7212924,0.95,5.7
-11.200000000000001,0.825,24.273474200000003,1.02,6.12
-11.200000000000001,0.7999999999999999,24.652040200000002,1.1,6.6
-11.200000000000001,0.7749999999999999,24.99264,1.19,7.14
-11.200000000000001,0.75,25.233390800000002,1.27,7.62
-11.200000000000001,0.725,25.5699974,1.36,8.16
-11.200000000000001,0.7,25.8179096,1.46,8.76
-11.200000000000001,0.6749999999999999,26.0297276,1.55,9.3
-11.200000000000001,0.6499999999999999,26.1740206,1.65,9.9
-11.200000000000001,0.625,26.3670288,1.76,10.56
-11.200000000000001,0.6,26.4962062,1.86,11.16
-11.200000000000001,0.575,26.6114684,1.97,11.82
-11.200000000000001,0.5499999999999999,26.6874608,2.08,12.48
-11.200000000000001,0.5249999999999999,26.7941356,2.18,13.08
-11.200000000000001,0.5,26.8672598,2.29,13.74
-10.600000000000001,1.5,-0.24895280000000142,0.01,0.06
-10.600000000000001,1.475,-6.925549999999998,0.01,0.06
-10.600000000000001,1.45,-6.648144000000002,0.01,0.06
-10.600000000000001,1.425,-6.358865999999999,0.01,0.06
-10.600000000000001,1.4,-5.9947260000000036,0.01,0.06
-10.600000000000001,1.375,-5.644772,0.02,0.12
-10.600000000000001,1.35,-5.001373999999998,0.02,0.12
-10.600000000000001,1.325,-4.300666,0.02,0.12
-10.600000000000001,1.3,-3.4090300000000013,0.03,0.18
-10.600000000000001,1.275,-2.4477200000000003,0.03,0.18
-10.600000000000001,1.25,-0.5158640000000005,0.05,0.3
-10.600000000000001,1.225,1.619223999999999,0.06,0.36
-10.600000000000001,1.2,4.130796,0.09,0.54
-10.600000000000001,1.175,6.253476000000001,0.13,0.78
-10.600000000000001,1.15,9.34441,0.17,1.02
-10.600000000000001,1.125,11.720121,0.22,1.32
-10.600000000000001,1.1,13.7638426,0.27,1.62
-10.600000000000001,1.075,15.1396484,0.33,1.98
-10.600000000000001,1.05,16.9433114,0.39,2.34
-10.600000000000001,1.025,18.2100008,0.45,2.7
-10.600000000000001,1.0,19.33631668,0.52,3.12
-10.600000000000001,0.975,20.14754772,0.58,3.48
-10.600000000000001,0.95,21.2234756,0.65,3.9
-10.600000000000001,0.9249999999999999,22.0210282,0.72,4.32
-10.600000000000001,0.8999999999999999,22.7314824,0.8,4.8
-10.600000000000001,0.875,23.2157772,0.87,5.22
-10.600000000000001,0.85,23.8593014,0.95,5.7
-10.600000000000001,0.825,24.3071564,1.03,6.18
-10.600000000000001,0.7999999999999999,24.686053,1.11,6.66
-10.600000000000001,0.7749999999999999,24.9565482,1.19,7.14
-10.600000000000001,0.75,25.325067,1.28,7.68
-10.600000000000001,0.725,25.6018262,1.37,8.22
-10.600000000000001,0.7,25.849344600000002,1.46,8.76
-10.600000000000001,0.6749999999999999,26.0170514,1.56,9.36
-10.600000000000001,0.6499999999999999,26.24145,1.66,9.96
-10.600000000000001,0.625,26.3968558,1.76,10.56
-10.600000000000001,0.6,26.5281414,1.86,11.16
-10.600000000000001,0.575,26.6163686,1.97,11.82
-10.600000000000001,0.5499999999999999,26.7404846,2.08,12.48
-10.600000000000001,0.5249999999999999,26.824929,2.19,13.14
-10.600000000000001,0.5,26.8998146,2.3,13.8
-10.0,1.5,6.550378800000001,0.01,0.06
-10.0,1.475,-6.875311999999997,0.01,0.06
-10.0,1.45,-6.636073999999997,0.01,0.06
-10.0,1.425,-6.345868000000003,0.01,0.06
-10.0,1.4,-6.055810000000001,0.01,0.06
-10.0,1.375,-5.535674,0.02,0.12
-10.0,1.35,-4.982284,0.02,0.12
-10.0,1.325,-4.276857999999997,0.02,0.12
-10.0,1.3,-3.568298000000002,0.03,0.18
-10.0,1.275,-2.1553000000000004,0.03,0.18
-10.0,1.25,-0.46856000000000364,0.05,0.3
-10.0,1.225,1.6735919999999993,0.06,0.36
-10.0,1.2,3.6760279999999987,0.09,0.54
-10.0,1.175,6.850994,0.13,0.78
-10.0,1.15,9.401852000000002,0.17,1.02
-10.0,1.125,11.766991200000001,0.22,1.32
-10.0,1.1,13.404276800000002,0.27,1.62
-10.0,1.075,15.4961996,0.33,1.98
-10.0,1.05,16.9682912,0.39,2.34
-10.0,1.025,18.2318212,0.45,2.7
-10.0,1.0,19.13715352,0.52,3.12
-10.0,0.975,20.36297772,0.59,3.54
-10.0,0.95,21.24087698,0.65,3.9
-10.0,0.9249999999999999,22.0373064,0.73,4.38
-10.0,0.8999999999999999,22.6063044,0.8,4.8
-10.0,0.875,23.3476892,0.87,5.22
-10.0,0.85,23.8729834,0.95,5.7
-10.0,0.825,24.322287199999998,1.03,6.18
-10.0,0.7999999999999999,24.6253576,1.11,6.66
-10.0,0.7749999999999999,25.0381506,1.19,7.14
-10.0,0.75,25.3387022,1.28,7.68
-10.0,0.725,25.6160296,1.37,8.22
-10.0,0.7,25.811909999999997,1.46,8.76
-10.0,0.6749999999999999,26.0724044,1.56,9.36
-10.0,0.6499999999999999,26.256183399999998,1.66,9.96
-10.0,0.625,26.4125492,1.76,10.56
-10.0,0.6,26.5145538,1.86,11.16
-10.0,0.575,26.6548956,1.97,11.82
-10.0,0.5499999999999999,26.753515,2.08,12.48
-10.0,0.5249999999999999,26.8395024,2.19,13.14
-10.0,0.5,26.8941502,2.3,13.8
-9.4,1.5,-0.24471940000000103,0.01,0.06
-9.4,1.475,-6.881684,0.01,0.06
-9.4,1.45,-6.641545999999998,0.01,0.06
-9.4,1.425,-6.4097919999999995,0.01,0.06
-9.4,1.4,-5.981339999999999,0.01,0.06
-9.4,1.375,-5.536890000000003,0.02,0.12
-9.4,1.35,-4.982068000000002,0.02,0.12
-9.4,1.325,-4.423104000000002,0.02,0.12
-9.4,1.3,-3.3747020000000028,0.03,0.18
-9.4,1.275,-2.141438000000001,0.03,0.18
-9.4,1.25,-0.4544339999999991,0.05,0.3
